Simbolo,N,Tipo_Vela,Cantidad_FVGs,N_FVGs_Falta,%_Cumplimiento_FVG,Ultimo_FVG_Falta,Rupt_Mechas_Alcistas,Rupt_Mechas_Bajistas,Rupt_Velas_Alcistas,Rupt_Velas_Bajistas,Iteraciones,Min_Low,Max_High,Precio_Actual,Porcentaje_Alcista,Porcentaje_Bajista,Diferencia_Porcentajes,Total_Swing_Alcistas,Total_Swing_Bajistas,Fecha_Ultimo_Swing_Alcista,Precio_Ultimo_Swing_Alcista,Fecha_Ultimo_Swing_Bajista,Precio_Ultimo_Swing_Bajista,Tendencia_MM,DuracionTrendMM_Close_SMA_200,Tendencia_PullBack,DuracionTrendMM_Close_EMA_20,%K,%D,Duracion_Estocastico,Estocastico_Senal
LSKUSDT,490,"['N/A', 'N/A', 'Doji']",98,5,94.9,"[('Bajista', 0), ('Alcista', 24), ('Alcista', 228)]",0,0,0,0,57,0.186,0.579,0.368,470.11,49.46,420.6521739130435,103,95,2025-09-15 17:59:59.999,0.347,2025-09-14 17:59:59.999,0.394,Bajista,243,Bajista,5,44.680851063829785,41.13475177304965,3.0,Neutro
BNTUSDT,490,"['N/A', 'N/A', 'N/A']",103,5,95.15,"[('Bajista', 70), ('Bajista', 71), ('Bajista', 147)]",0,0,0,0,26,0.6719,0.8628,0.7435,29.12,57.34,28.21788836583728,113,110,2025-09-17 17:59:59.999,0.7154,2025-09-17 17:59:59.999,0.7473,Alcista,88,Bajista,4,38.84892086330945,33.653077537969686,3.0,Neutro
MBLUSDT,490,"['N/A', 'N/A', 'N/A']",88,3,96.59,"[('Alcista', 24), ('Alcista', 228), ('Alcista', 233)]",0,0,0,0,25,0.00212,0.002688,0.002202,128.61,22.8,105.8128973660309,104,112,2025-09-15 17:59:59.999,0.002146,2025-09-13 17:59:59.999,0.002255,Bajista,58,Alcista,2,55.462184873949575,50.99428201032482,4.0,Neutro
COTIUSDT,490,"['N/A', 'N/A', 'N/A']",91,2,97.8,"[('Alcista', 125), ('Alcista', 274)]",0,0,0,0,15,0.04778,0.06883,0.05425,254.32,22.71,231.61290322580646,113,106,2025-09-15 17:59:59.999,0.04937,2025-09-16 17:59:59.999,0.05638,Bajista,243,Alcista,3,62.64940239043821,66.02338201011993,5.0,Neutro
USDTZAR,490,"['N/A', 'Doji', 'Cuerpo_Lleno']",57,4,92.98,"[('Alcista', 42), ('Alcista', 44), ('Alcista', 126)]",0,2,0,2,10,17.45,18.43,17.55,12.42,39.83,27.407407407407412,101,97,2025-09-17 17:59:59.999,17.45,2025-09-13 17:59:59.999,17.62,Bajista,129,Bajista,14,43.10344827586219,38.41153193894849,6.0,Neutro
DATAUSDT,490,"['N/A', 'N/A', 'N/A']",82,7,91.46,"[('Bajista', 0), ('Alcista', 57), ('Alcista', 228)]",0,0,0,0,48,0.01414,0.02045,0.01597,367.25,26.55,340.7013149655604,98,102,2025-09-15 17:59:59.999,0.01492,2025-09-13 17:59:59.999,0.0168,Bajista,21,Alcista,2,55.851063829787364,52.30496453900718,10.0,Neutro
SOLUSDT,490,"['N/A', 'N/A', 'N/A']",106,7,93.4,"[('Bajista', 0), ('Bajista', 6), ('Bajista', 7)]",0,0,7,0,8,155.83,228.95,246.12,20.2,61.3,41.09783845278727,112,103,2025-09-15 17:59:59.999,230.15,2025-09-14 17:59:59.999,249.6,Alcista,46,Alcista,24,93.0787589498807,86.15751789976139,2.0,Sobre-compra
CTSIUSDT,490,"['N/A', 'N/A', 'Doji']",101,3,97.03,"[('Bajista', 0), ('Alcista', 228), ('Alcista', 274)]",0,0,0,0,34,0.0597,0.1213,0.0858,218.07,49.3,168.76456876456876,105,104,2025-09-17 17:59:59.999,0.0815,2025-09-14 17:59:59.999,0.09,Alcista,34,Alcista,13,66.12021857923497,64.05396174863387,5.0,Neutro
HIVEUSDT,490,"['N/A', 'N/A', 'N/A']",94,3,96.81,"[('Alcista', 34), ('Alcista', 228), ('Alcista', 229)]",0,0,0,0,18,0.1916,0.2821,0.2025,240.54,27.56,212.9876543209876,109,107,2025-09-17 17:59:59.999,0.1978,2025-09-17 17:59:59.999,0.205,Bajista,200,Bajista,4,27.16763005780351,35.209722839780646,4.0,Neutro
CHRUSDT,490,"['N/A', 'N/A', 'N/A']",97,6,93.81,"[('Bajista', 0), ('Alcista', 228), ('Alcista', 235)]",0,0,0,0,34,0.0808,0.1215,0.1015,274.38,35.86,238.5221674876847,105,104,2025-09-15 17:59:59.999,0.0925,2025-09-13 17:59:59.999,0.1063,Alcista,12,Alcista,2,65.21739130434784,57.601199400299826,5.0,Neutro
ARDRUSDT,490,"['N/A', 'N/A', 'N/A']",84,4,95.24,"[('Bajista', 0), ('Bajista', 10), ('Bajista', 69)]",0,0,0,0,18,0.08003,0.1665,0.08865,111.71,74.06,37.65369430344049,104,104,2025-09-17 17:59:59.999,0.0847,2025-09-14 17:59:59.999,0.09469,Alcista,3,Alcista,3,53.78729915837803,49.619415875794935,4.0,Neutro
MDTUSDT,490,"['Hang_Man', 'N/A', 'N/A']",75,2,97.33,"[('Alcista', 252), ('Alcista', 253)]",0,0,0,0,56,0.01528,0.04884,0.0257,230.74,52.26,178.48249027237355,110,108,2025-09-17 17:59:59.999,0.02488,2025-09-15 17:59:59.999,0.02775,Alcista,8,Alcista,1,32.25806451612902,35.69713261648746,7.0,Neutro
KNCUSDT,490,"['N/A', 'N/A', 'N/A']",104,5,95.19,"[('Bajista', 0), ('Alcista', 24), ('Bajista', 68)]",0,0,0,0,15,0.3589,0.6206,0.3848,149.48,33.03,116.45010395010397,112,102,2025-09-17 17:59:59.999,0.3668,2025-09-17 17:59:59.999,0.3875,Alcista,12,Alcista,2,51.42857142857133,49.828242312043585,4.0,Neutro
LRCUSDT,490,"['N/A', 'N/A', 'N/A']",102,5,95.1,"[('Bajista', 0), ('Bajista', 70), ('Alcista', 241)]",0,0,0,0,19,0.0768,0.119,0.0968,244.83,32.13,212.7066115702479,107,109,2025-09-17 17:59:59.999,0.0901,2025-09-17 17:59:59.999,0.0976,Alcista,2,Alcista,2,44.73684210526315,33.890640504856485,2.0,Neutro
USDTUAH,490,"['N/A', 'N/A', 'N/A']",44,1,97.73,"[('Bajista', 468)]",0,0,0,0,15,42.34,43.24,42.8,11.68,8.86,2.8271028037383203,95,98,2025-09-15 17:59:59.999,42.51,2025-09-17 17:59:59.999,42.84,Bajista,189,Alcista,2,65.90909090909,71.15002483854867,25.0,Neutro
COMPUSDT,490,"['N/A', 'N/A', 'N/A']",90,2,97.78,"[('Bajista', 0), ('Alcista', 274)]",0,0,0,0,18,41.07,57.02,45.86,214.0,26.21,187.78892280854777,112,114,2025-09-15 17:59:59.999,43.16,2025-09-17 17:59:59.999,46.21,Alcista,2,Alcista,3,61.85737976782754,59.49123132240777,5.0,Neutro
SCUSDT,490,"['N/A', 'N/A', 'N/A']",85,3,96.47,"[('Alcista', 227), ('Alcista', 228), ('Alcista', 242)]",0,0,0,0,49,0.001676,0.003737,0.002994,180.26,44.02,136.23914495657976,114,109,2025-09-15 17:59:59.999,0.002912,2025-09-17 17:59:59.999,0.003011,Bajista,235,Bajista,5,40.39408866995075,38.587848932676515,5.0,Neutro
ZENUSDT,490,"['N/A', 'N/A', 'N/A']",101,5,95.05,"[('Bajista', 0), ('Alcista', 3), ('Alcista', 228)]",0,0,0,0,18,6.753,10.29,7.585,510.15,23.8,486.35464733025714,113,108,2025-09-17 17:59:59.999,7.163,2025-09-14 17:59:59.999,8.031,Bajista,200,Alcista,2,60.56587091069845,53.21253362283477,4.0,Neutro
SNXUSDT,490,"['N/A', 'N/A', 'N/A']",98,6,93.88,"[('Bajista', 0), ('Bajista', 41), ('Alcista', 227)]",0,0,0,0,27,0.544,0.802,0.696,429.6,31.03,398.56321839080465,110,102,2025-09-15 17:59:59.999,0.657,2025-09-17 17:59:59.999,0.703,Bajista,5,Alcista,2,54.94505494505489,50.229911932039556,5.0,Neutro
VTHOUSDT,490,"['N/A', 'N/A', 'N/A']",93,3,96.77,"[('Alcista', 51), ('Alcista', 224), ('Bajista', 315)]",0,0,0,0,25,0.001763,0.002474,0.001864,543.78,28.43,515.343347639485,107,99,2025-09-16 17:59:59.999,0.0018,2025-09-17 17:59:59.999,0.00187,Bajista,131,Bajista,5,42.20779220779216,41.91240132416598,4.0,Neutro
DGBUSDT,490,"['N/A', 'N/A', 'N/A']",90,7,92.22,"[('Bajista', 0), ('Alcista', 3), ('Alcista', 125)]",0,0,0,0,48,0.00777,0.01055,0.00841,162.43,40.55,121.87871581450649,110,107,2025-09-12 17:59:59.999,0.00836,2025-09-13 17:59:59.999,0.00896,Bajista,21,Bajista,5,42.105263157894875,36.48406731113504,3.0,Neutro
SXPUSDT,490,"['N/A', 'N/A', 'N/A']",100,2,98.0,"[('Bajista', 0), ('Alcista', 242)]",0,0,0,0,18,0.1645,0.2275,0.1767,173.01,19.86,153.1409168081494,119,112,2025-09-16 17:59:59.999,0.17,2025-09-17 17:59:59.999,0.1785,Bajista,58,Alcista,2,52.29885057471263,51.12860236548392,4.0,Neutro
DCRUSDT,490,"['N/A', 'N/A', 'N/A']",80,3,96.25,"[('Bajista', 0), ('Bajista', 133), ('Alcista', 274)]",0,0,0,0,37,15.08,18.21,17.13,48.34,48.92,0.5837711617045969,104,109,2025-09-15 17:59:59.999,16.07,2025-09-17 17:59:59.999,17.25,Alcista,88,Alcista,3,77.94117647058818,73.14592503668132,1.0,Neutro
STORJUSDT,490,"['N/A', 'N/A', 'Doji']",98,1,98.98,"[('Alcista', 242)]",0,0,0,0,18,0.2437,0.3312,0.2592,199.65,18.83,180.8256172839506,111,111,2025-09-17 17:59:59.999,0.249,2025-09-17 17:59:59.999,0.2607,Bajista,58,Bajista,4,41.51624548736459,42.22955309348932,4.0,Neutro
MANAUSDT,490,"['N/A', 'N/A', 'N/A']",98,1,98.98,"[('Alcista', 228)]",0,0,2,0,47,0.2624,0.3676,0.3503,144.25,45.65,98.60119897230948,117,110,2025-09-15 17:59:59.999,0.3278,2025-09-17 17:59:59.999,0.3545,Alcista,17,Alcista,17,56.470588235294116,55.62407867369399,4.0,Neutro
YFIUSDT,490,"['N/A', 'N/A', 'N/A']",84,4,95.24,"[('Bajista', 0), ('Alcista', 3), ('Alcista', 228)]",0,0,0,0,48,4913.0,6351.0,5559.0,165.77,26.93,138.83792048929664,107,99,2025-09-15 17:59:59.999,5256.0,2025-09-13 17:59:59.999,5747.0,Alcista,10,Alcista,3,68.92561983471074,63.48883344595178,4.0,Neutro
USDTDAI,490,"['N/A', 'N/A', 'N/A']",1,0,100.0,[],0,0,0,0,35,0.9653,1.0075,1.0007,49.9,80.01,30.118916758269194,133,117,2025-09-15 17:59:59.999,1.0,2025-09-17 17:59:59.999,1.001,Alcista,9,Alcista,3,96.2962962962947,95.06172839506029,9.0,Sobre-compra
JSTUSDT,490,"['N/A', 'Martillo', 'N/A']",112,2,98.21,"[('Alcista', 2), ('Alcista', 16)]",0,0,0,0,47,0.03192,0.04334,0.03334,151.62,28.16,123.45530893821237,116,118,2025-09-16 17:59:59.999,0.03252,2025-09-13 17:59:59.999,0.03491,Bajista,4,Bajista,5,34.309623430962446,26.52614404884086,2.0,Neutro
CRVUSDT,490,"['N/A', 'N/A', 'N/A']",93,8,91.4,"[('Bajista', 0), ('Alcista', 3), ('Bajista', 65)]",0,0,0,0,54,0.6501,1.1626,0.7821,70.92,76.97,6.047819971870595,114,110,2025-09-16 17:59:59.999,0.7147,2025-09-17 17:59:59.999,0.7897,Alcista,68,Bajista,5,45.725915875169626,33.9439167797377,2.0,Neutro
SANDUSDT,490,"['N/A', 'N/A', 'N/A']",108,2,98.15,"[('Bajista', 0), ('Alcista', 228)]",0,0,0,0,48,0.2526,0.3571,0.3109,243.1,33.03,210.06754583467352,115,104,2025-09-15 17:59:59.999,0.2897,2025-09-17 17:59:59.999,0.3127,Alcista,12,Alcista,14,63.27503974562797,58.61105976017055,4.0,Neutro
NMRUSDT,490,"['N/A', 'N/A', 'N/A']",97,1,98.97,"[('Bajista', 70)]",0,0,0,0,23,7.71,24.65,17.26,78.33,66.05,12.282734646581673,111,105,2025-09-17 17:59:59.999,16.84,2025-09-11 17:59:59.999,22.0,Alcista,24,Alcista,24,46.05809128630706,47.78332230439589,23.0,Neutro
DOTUSDT,490,"['N/A', 'N/A', 'N/A']",104,3,97.12,"[('Bajista', 0), ('Bajista', 10), ('Alcista', 274)]",0,0,0,0,48,3.427,4.673,4.442,162.25,32.31,129.94146780729398,111,101,2025-09-15 17:59:59.999,4.104,2025-09-13 17:59:59.999,4.626,Alcista,10,Alcista,12,78.82623705408514,70.89250447122849,4.0,Neutro
LUNAUSDT,490,"['N/A', 'N/A', 'N/A']",98,5,94.9,"[('Bajista', 0), ('Alcista', 3), ('Alcista', 241)]",0,0,0,0,25,0.1378,0.199,0.1535,440.72,17.85,422.8664495114006,110,118,2025-09-10 17:59:59.999,0.1491,2025-09-13 17:59:59.999,0.1616,Bajista,244,Alcista,2,53.97727272727276,48.1843963192131,5.0,Neutro
RSRUSDT,490,"['N/A', 'N/A', 'Doji']",92,2,97.83,"[('Bajista', 0), ('Alcista', 228)]",0,0,0,0,18,0.006943,0.010136,0.007786,246.79,60.9,185.8849216542512,112,108,2025-09-17 17:59:59.999,0.007179,2025-09-13 17:59:59.999,0.008313,Alcista,2,Alcista,2,53.52733686067028,46.20232268085491,5.0,Neutro
PAXGUSDT,490,"['N/A', 'N/A', 'N/A']",92,6,93.48,"[('Alcista', 0), ('Bajista', 16), ('Bajista', 20)]",1,0,3,0,10,3283.0,3681.7,3664.25,1.32,37.61,36.29146482909191,108,106,2025-09-17 17:59:59.999,3657.59,2025-09-16 17:59:59.999,3712.69,Alcista,290,Alcista,24,70.22558239596776,81.34666437072747,24.0,Sobre-compra-D
TRBUSDT,490,"['N/A', 'N/A', 'N/A']",87,3,96.55,"[('Bajista', 0), ('Bajista', 152), ('Alcista', 274)]",0,0,0,0,25,30.91,47.12,37.81,235.89,48.61,187.27849775191743,115,118,2025-09-15 17:59:59.999,34.0,2025-09-13 17:59:59.999,39.03,Alcista,12,Alcista,3,80.44871794871797,70.38349077822765,1.0,Sobre-compra-K
SUSHIUSDT,490,"['N/A', 'N/A', 'N/A']",102,7,93.14,"[('Bajista', 0), ('Alcista', 3), ('Bajista', 70)]",0,0,0,0,63,0.685,1.1,0.8128,246.7,45.13,201.57480314960634,112,100,2025-09-15 17:59:59.999,0.7508,2025-09-13 17:59:59.999,0.871,Alcista,46,Alcista,2,55.640243902439,51.25970430248327,4.0,Neutro
KSMUSDT,490,"['N/A', 'N/A', 'N/A']",102,1,99.02,"[('Alcista', 241)]",0,0,0,0,48,13.03,18.03,16.1,232.3,29.5,202.79503105590058,110,107,2025-09-15 17:59:59.999,15.06,2025-09-17 17:59:59.999,16.21,Alcista,3,Alcista,3,52.50000000000009,50.83333333333338,19.0,Neutro
EGLDUSDT,490,"['N/A', 'N/A', 'Martillo_Inv']",106,4,96.23,"[('Bajista', 0), ('Alcista', 228), ('Alcista', 241)]",0,0,0,0,48,13.43,18.48,14.45,303.11,21.11,282.0069204152249,110,109,2025-09-16 17:59:59.999,13.63,2025-09-14 17:59:59.999,15.45,Bajista,240,Alcista,2,48.45360824742267,39.17525773195879,5.0,Neutro
DIAUSDT,490,"['N/A', 'N/A', 'N/A']",95,2,97.89,"[('Bajista', 60), ('Bajista', 70)]",0,0,0,0,59,0.4123,1.228,0.7171,86.54,64.09,22.451540928740755,111,110,2025-09-17 17:59:59.999,0.6875,2025-09-17 17:59:59.999,0.7233,Alcista,62,Bajista,5,33.522083805209455,34.321451356749925,17.0,Neutro
RUNEUSDT,490,"['N/A', 'N/A', 'N/A']",109,9,91.74,"[('Bajista', 0), ('Bajista', 10), ('Alcista', 34)]",0,0,0,0,18,1.118,1.755,1.342,464.53,28.84,435.6929955290611,104,109,2025-09-06 17:59:59.999,1.172,2025-09-14 17:59:59.999,1.348,Bajista,36,Alcista,3,96.5909090909091,84.37088274044794,2.0,Sobre-compra
FIOUSDT,490,"['N/A', 'N/A', 'N/A']",92,3,96.74,"[('Bajista', 72), ('Alcista', 241), ('Alcista', 253)]",0,0,0,0,41,0.01494,0.02501,0.01903,244.72,44.25,200.47293746715718,110,109,2025-09-15 17:59:59.999,0.01804,2025-09-17 17:59:59.999,0.01934,Alcista,35,Bajista,5,34.86842105263152,32.23684210526312,3.0,Neutro
UMAUSDT,490,"['N/A', 'N/A', 'Doji']",94,5,94.68,"[('Bajista', 0), ('Alcista', 3), ('Bajista', 70)]",0,0,0,0,60,1.132,2.057,1.36,227.21,34.71,192.49999999999997,111,112,2025-09-17 17:59:59.999,1.297,2025-09-11 17:59:59.999,1.465,Alcista,31,Bajista,5,44.736842105263214,40.17543859649127,5.0,Neutro
BELUSDT,490,"['N/A', 'N/A', 'Doji']",101,8,92.08,"[('Bajista', 0), ('Bajista', 10), ('Alcista', 150)]",0,0,0,0,25,0.2314,0.3253,0.2594,360.37,24.87,335.50501156515026,104,110,2025-09-16 17:59:59.999,0.2417,2025-09-13 17:59:59.999,0.2719,Bajista,155,Alcista,3,67.78350515463927,63.840292964004334,4.0,Neutro
UNIUSDT,490,"['N/A', 'N/A', 'N/A']",107,4,96.26,"[('Bajista', 0), ('Alcista', 24), ('Bajista', 70)]",0,0,0,0,36,8.479,12.3,9.572,103.41,52.41,50.99247806101129,113,117,2025-09-14 17:59:59.999,9.004,2025-09-13 17:59:59.999,10.36,Alcista,72,Bajista,5,41.88790560471974,35.201573254670585,3.0,Neutro
OXTUSDT,490,"['N/A', 'N/A', 'N/A']",85,2,97.65,"[('Bajista', 0), ('Alcista', 125)]",0,0,0,0,48,0.051,0.0647,0.0548,188.32,8.58,179.74452554744525,109,109,2025-09-15 17:59:59.999,0.0512,2025-09-17 17:59:59.999,0.0554,Bajista,200,Alcista,2,58.06451612903227,53.22580645161289,5.0,Neutro
SUNUSDT,490,"['N/A', 'N/A', 'N/A']",107,6,94.39,"[('Alcista', 13), ('Alcista', 16), ('Alcista', 20)]",0,0,0,0,36,0.01782,0.02553,0.0206,117.67,61.02,56.650485436893184,106,105,2025-09-17 17:59:59.999,0.02003,2025-09-15 17:59:59.999,0.021,Alcista,65,Bajista,22,61.409395973154425,51.6859119345923,11.0,Neutro
AVAXUSDT,490,"['N/A', 'N/A', 'N/A']",114,3,97.37,"[('Bajista', 0), ('Bajista', 70), ('Alcista', 274)]",1,0,5,0,8,20.39,29.99,32.58,71.24,55.0,16.236955187231437,101,96,2025-09-15 17:59:59.999,28.22,2025-09-13 17:59:59.999,31.25,Alcista,43,Alcista,17,99.42987457240588,93.79545555924926,11.0,Sobre-compra
FLMUSDT,490,"['N/A', 'N/A', 'Doji']",101,7,93.07,"[('Bajista', 0), ('Bajista', 9), ('Bajista', 146)]",1,0,2,0,48,0.0256,0.0362,0.0346,212.72,60.69,152.02312138728323,99,90,2025-09-04 17:59:59.999,0.0266,2025-09-17 17:59:59.999,0.0354,Alcista,7,Alcista,11,55.3191489361702,52.0061498784903,6.0,Neutro
UTKUSDT,490,"['N/A', 'N/A', 'N/A']",89,4,95.51,"[('Bajista', 0), ('Alcista', 3), ('Alcista', 213)]",0,1,0,2,13,0.02586,0.0403,0.02687,564.42,14.1,550.3163379233345,105,111,2025-09-15 17:59:59.999,0.02491,2025-09-17 17:59:59.999,0.02715,Bajista,208,Bajista,21,41.70212765957447,34.21169144606065,2.0,Neutro
XVSUSDT,490,"['N/A', 'N/A', 'N/A']",92,2,97.83,"[('Bajista', 0), ('Alcista', 274)]",0,0,0,0,48,5.6,7.25,6.68,92.81,37.43,55.38922155688625,105,107,2025-09-15 17:59:59.999,6.21,2025-09-17 17:59:59.999,6.75,Alcista,14,Alcista,3,81.92771084337346,73.89558232931726,2.0,Sobre-compra-K
USDTBRL,490,"['N/A', 'N/A', 'N/A']",86,6,93.02,"[('Alcista', 2), ('Alcista', 44), ('Alcista', 106)]",0,0,0,7,36,5.3817,5.64,5.3213,19.22,6.04,13.180989607802612,105,105,2025-09-17 17:59:59.999,5.2861,2025-09-07 17:59:59.999,5.4606,Bajista,155,Bajista,14,19.66480446927363,13.26174793932393,8.0,Sobre-venta
AAVEUSDT,490,"['N/A', 'N/A', 'N/A']",95,5,94.74,"[('Bajista', 0), ('Alcista', 23), ('Bajista', 131)]",0,0,0,0,27,245.0,385.99,307.76,29.92,76.91,46.987912659214956,106,117,2025-09-16 17:59:59.999,289.48,2025-09-17 17:59:59.999,308.57,Alcista,88,Alcista,1,56.5069551777434,39.229197574005745,3.0,Neutro
NEARUSDT,490,"['N/A', 'N/A', 'N/A']",113,5,95.58,"[('Bajista', 0), ('Bajista', 9), ('Bajista', 10)]",0,0,0,0,18,2.279,3.101,2.858,198.11,37.26,160.8467459762071,101,107,2025-09-15 17:59:59.999,2.577,2025-09-13 17:59:59.999,2.889,Alcista,11,Alcista,11,94.0726577437859,82.55252113472109,2.0,Sobre-compra
FILUSDT,490,"['N/A', 'N/A', 'N/A']",104,3,97.12,"[('Alcista', 228), ('Alcista', 242), ('Alcista', 274)]",0,0,0,0,25,2.136,3.025,2.567,228.17,23.49,204.67471756914682,113,104,2025-09-15 17:59:59.999,2.37,2025-09-16 17:59:59.999,2.66,Bajista,230,Alcista,3,76.57430730478592,77.00451988041148,4.0,Neutro
INJUSDT,490,"['N/A', 'N/A', 'Doji']",119,5,95.8,"[('Bajista', 0), ('Bajista', 69), ('Bajista', 70)]",0,0,0,0,36,11.91,16.55,14.44,144.18,56.09,88.08864265927978,107,98,2025-09-15 17:59:59.999,13.26,2025-09-17 17:59:59.999,14.54,Alcista,47,Alcista,3,82.04081632653056,73.29647396807326,2.0,Sobre-compra-K
AUDIOUSDT,490,"['N/A', 'N/A', 'N/A']",58,1,98.28,"[('Alcista', 274)]",0,0,0,0,48,0.0565,0.076,0.0624,335.26,20.83,314.42307692307696,110,120,2025-09-15 17:59:59.999,0.0595,2025-09-17 17:59:59.999,0.0643,Bajista,243,Bajista,1,38.15789473684206,34.64912280701753,3.0,Neutro
CTKUSDT,490,"['N/A', 'N/A', 'N/A']",79,7,91.14,"[('Bajista', 0), ('Bajista', 70), ('Bajista', 85)]",0,0,0,0,49,0.295,0.5237,0.3403,408.37,38.29,370.0852189244784,109,120,2025-09-15 17:59:59.999,0.319,2025-09-17 17:59:59.999,0.3439,Alcista,2,Alcista,2,49.17695473251026,45.88477366255146,5.0,Neutro
AXSUSDT,490,"['N/A', 'N/A', 'Doji']",107,4,96.26,"[('Bajista', 0), ('Alcista', 3), ('Alcista', 206)]",0,0,0,0,48,2.116,2.929,2.523,310.34,24.1,286.2465319064606,108,113,2025-09-16 17:59:59.999,2.374,2025-09-13 17:59:59.999,2.7,Bajista,5,Alcista,3,55.63909774436089,53.37340993994416,24.0,Neutro
STRAXUSDT,490,"['N/A', 'N/A', 'N/A']",78,1,98.72,"[('Alcista', 30)]",0,0,0,0,15,0.04217,0.07196,0.04409,124.54,23.97,100.56702200045363,115,111,2025-09-16 17:59:59.999,0.04273,2025-09-17 17:59:59.999,0.04466,Bajista,53,Bajista,4,56.896551724137886,54.50705246745713,11.0,Neutro
ROSEUSDT,490,"['N/A', 'N/A', 'N/A']",107,6,94.39,"[('Bajista', 0), ('Bajista', 8), ('Bajista', 9)]",0,0,0,0,48,0.02266,0.03442,0.0298,378.52,35.57,342.9530201342282,113,107,2025-09-15 17:59:59.999,0.0273,2025-09-17 17:59:59.999,0.03046,Alcista,2,Alcista,11,84.32432432432431,79.50957425731032,2.0,Sobre-compra-K
AVAUSDT,490,"['N/A', 'N/A', 'N/A']",114,3,97.37,"[('Bajista', 0), ('Alcista', 3), ('Alcista', 253)]",0,0,0,0,48,0.5061,0.6883,0.5582,530.6,27.07,503.5292010032247,107,113,2025-09-15 17:59:59.999,0.5257,2025-09-17 17:59:59.999,0.5631,Bajista,5,Alcista,2,57.16292134831467,53.41724147903929,4.0,Neutro
SKLUSDT,490,"['N/A', 'N/A', 'N/A']",110,3,97.27,"[('Alcista', 3), ('Bajista', 36), ('Alcista', 229)]",0,0,0,0,36,0.01639,0.05408,0.02776,247.62,43.12,204.5028818443804,112,99,2025-09-17 17:59:59.999,0.02653,2025-09-17 17:59:59.999,0.02811,Alcista,37,Bajista,5,27.51677852348991,23.437666697851984,2.0,Neutro
GRTUSDT,490,"['N/A', 'N/A', 'N/A']",121,4,96.69,"[('Bajista', 0), ('Alcista', 227), ('Alcista', 228)]",0,0,0,0,25,0.0849,0.1206,0.0973,268.35,31.86,236.48509763617682,110,98,2025-09-15 17:59:59.999,0.0914,2025-09-17 17:59:59.999,0.0979,Alcista,2,Alcista,3,64.07185628742513,59.67146167435241,5.0,Neutro
JUVUSDT,490,"['N/A', 'Martillo', 'N/A']",57,2,96.49,"[('Bajista', 41), ('Bajista', 54)]",0,0,0,0,35,0.899,1.888,1.146,236.74,28.27,208.46422338568937,110,116,2025-09-17 17:59:59.999,1.127,2025-09-14 17:59:59.999,1.265,Alcista,42,Bajista,25,21.710526315789433,20.614035087719294,1.0,Neutro
PSGUSDT,490,"['N/A', 'N/A', 'N/A']",74,3,95.95,"[('Bajista', 0), ('Alcista', 24), ('Alcista', 253)]",0,0,0,0,40,1.516,2.205,1.637,180.21,17.84,162.37018937080023,110,120,2025-09-16 17:59:59.999,1.593,2025-09-14 17:59:59.999,1.704,Bajista,112,Bajista,5,40.17857142857141,37.32448107448109,3.0,Neutro
1INCHUSDT,490,"['N/A', 'N/A', 'N/A']",105,6,94.29,"[('Bajista', 0), ('Bajista', 9), ('Bajista', 70)]",0,0,0,0,18,0.2314,0.3777,0.2682,135.94,44.78,91.16331096196872,117,95,2025-09-16 17:59:59.999,0.2505,2025-09-13 17:59:59.999,0.2788,Alcista,70,Alcista,3,73.1645569620253,65.49395488477768,4.0,Neutro
OGUSDT,490,"['N/A', 'N/A', 'N/A']",84,6,92.86,"[('Alcista', 5), ('Bajista', 39), ('Bajista', 40)]",0,0,0,0,9,4.27,25.1,14.357,74.83,84.57,9.74437556592602,112,121,2025-09-17 17:59:59.999,13.131,2025-09-16 17:59:59.999,17.754,Alcista,69,Bajista,2,10.243128080875588,16.581071503683354,2.0,Sobre-venta
ATMUSDT,490,"['N/A', 'N/A', 'N/A']",60,1,98.33,"[('Bajista', 54)]",0,0,0,0,53,0.997,2.16,1.348,230.34,30.93,199.406528189911,109,114,2025-09-16 17:59:59.999,1.304,2025-09-14 17:59:59.999,1.567,Alcista,54,Alcista,5,36.151603498542315,35.179786200194364,7.0,Neutro
ASRUSDT,490,"['N/A', 'N/A', 'N/A']",67,7,89.55,"[('Alcista', 34), ('Alcista', 37), ('Alcista', 38)]",0,0,0,0,41,2.133,8.757,2.487,252.11,61.72,190.39002814636103,111,122,2025-09-17 17:59:59.999,2.404,2025-09-17 17:59:59.999,2.492,Alcista,120,Bajista,36,24.731182795698935,24.73281943012391,3.0,Neutro
CELOUSDT,490,"['N/A', 'N/A', 'N/A']",105,3,97.14,"[('Bajista', 0), ('Alcista', 228), ('Alcista', 283)]",0,0,0,0,12,0.28,0.404,0.3175,255.5,25.61,229.88976377952756,107,106,2025-09-17 17:59:59.999,0.2953,2025-09-13 17:59:59.999,0.3383,Bajista,5,Alcista,2,64.32246998284734,57.8616352201258,4.0,Neutro
RIFUSDT,490,"['N/A', 'Martillo', 'N/A']",100,7,93.0,"[('Bajista', 0), ('Bajista', 133), ('Bajista', 151)]",0,0,0,0,35,0.0516,0.0659,0.0619,204.36,51.05,153.3117932148627,107,98,2025-09-11 17:59:59.999,0.0584,2025-09-14 17:59:59.999,0.0622,Alcista,47,Alcista,11,94.44444444444437,90.14814814814815,8.0,Sobre-compra
